filename,width,height,class,xmin,ymin,xmax,ymax
3_46_jpg.rf.af157d9615d70f55d0eddf750a1612af.jpg,640,480,3,228,101,490,414
3_159_jpg.rf.aec0b132b0953e6345fbcdd6114ac2e5.jpg,640,480,3,157,106,454,417
1_128_jpg.rf.af037863178cd0e780f53cf8500b3bb3.jpg,640,480,1,144,147,554,465
5_147_jpg.rf.ae457c8e7cd5a9e87d61cb6b2282bdeb.jpg,640,480,5,122,40,622,388
20230516_095311_jpg.rf.af7b495fe7df451d3dde0c18356f84db.jpg,640,480,0,425,172,542,248
5_45_jpg.rf.afb8f9dfeca9f0ce8ae89d999e1e770f.jpg,640,480,5,31,40,479,380
20230516_095225_jpg.rf.b00fe18d472e65442ffa625e990daeaa.jpg,640,480,0,459,140,559,211
3_104_jpg.rf.b0735da166cf89192e8a13719bc9db9a.jpg,640,480,3,58,133,345,398
1_152_jpg.rf.afd5d2b389904c5c4ae27f5fdd5e2a8b.jpg,640,480,1,59,0,391,328
0_49_jpg.rf.b0826ac830a20f8d0347d76b8fa4189a.jpg,640,480,0,64,168,284,381
20230516_095633_jpg.rf.b0359ada5b6211a0f80583a975d4afbf.jpg,640,480,0,273,301,434,403
5_189_jpg.rf.b15d6b3b488568a152c7cd33df78c2d3.jpg,640,480,5,173,120,504,345
4_114_jpg.rf.b059a2fbb886190b20632cee0d073c97.jpg,640,480,4,243,23,505,436
1_18_jpg.rf.b1253cbdc48c33906817cb23dbf31cfc.jpg,640,480,1,230,135,499,459
20230516_095423_jpg.rf.b0c76612db55a213acaacd91e66fd355.jpg,640,480,0,203,116,285,161
20230516_095423_jpg.rf.b0c76612db55a213acaacd91e66fd355.jpg,640,480,0,398,109,473,155
1_60_jpg.rf.b250a21145e7b5ddc515c82d6e9ffc07.jpg,640,480,1,223,111,416,480
4_139_jpg.rf.b0bcafca3cb3b106be24e134d3ce328e.jpg,640,480,4,47,35,549,401
3_171_jpg.rf.b16592aeb1e61084611c92556bbbc0d3.jpg,640,480,3,204,97,517,425
0_181_jpg.rf.b1ffe19a7f1162bbf5dcf3a26ef8e4a9.jpg,640,480,0,109,153,404,433
1_2_jpg.rf.b30695204946b5e2935c0b5231c23b78.jpg,640,480,1,157,95,356,467
0_2_jpg.rf.b0ab89721eb248405cbb37a2366a46cc.jpg,640,480,0,99,104,365,299
1_37_jpg.rf.b00ea2d28ae1b113a432abb61d363f92.jpg,640,480,1,167,32,440,443
20230516_095627_jpg.rf.b168331c0f6072d2216501d01a196110.jpg,640,480,0,99,224,290,332
5_94_jpg.rf.b31272b3574f8ebc6511c3015482e6d0.jpg,640,480,5,127,75,549,404
1_63_jpg.rf.b33049975e0d94bcea53eca6d074a234.jpg,640,480,1,209,128,382,480
3_177_jpg.rf.b3036bb0d317ad8703d6436b8bbd45db.jpg,640,480,3,167,9,581,480
1_88_jpg.rf.b2a21d51bb7dc0a3d1979f393b1c162f.jpg,640,480,1,256,106,455,455
4_135_jpg.rf.b4550198dfe58f9589e9934a7820c484.jpg,640,480,4,142,27,409,449
1_198_jpg.rf.b39078df25938be2e67ffa0716ffce99.jpg,640,480,1,0,47,485,480
0_40_jpg.rf.b5daf4279b51a848c975ca54adb19f1b.jpg,640,480,0,253,190,513,363
5_76_jpg.rf.b40c082164f9ea0ad703691a2b913242.jpg,640,480,5,105,2,615,413
1_82_jpg.rf.b53e20e7bbabb5b2fe5a2ed1ab38c2e5.jpg,640,480,1,211,50,465,462
4_140_jpg.rf.b54d7cbc0348e1af20da627d33be6f4e.jpg,640,480,4,189,21,380,362
5_63_jpg.rf.b3212991d861ab22e78c77844b68a076.jpg,640,480,5,80,24,640,378
4_164_jpg.rf.b55f173aa86afdfde607ef5b848e3ac6.jpg,640,480,4,86,108,575,461
2_188_jpg.rf.b735b9bb91992b63b9f1e635eb2629e4.jpg,640,480,2,256,133,509,404
0_136_jpg.rf.b72aaaf82be779efc8858233f3b971eb.jpg,640,480,0,164,50,417,389
2_181_jpg.rf.b64a8124eb5ea001d116d59b5eec9af8.jpg,640,480,2,169,102,503,444
1_29_jpg.rf.b7a9120c1b3b6b31a6aa8138be6e4608.jpg,640,480,1,134,158,451,458
5_141_jpg.rf.b39081af8e195bf3fa04e462ceeed92b.jpg,640,480,5,227,51,639,327
5_122_jpg.rf.b6ae075aed970ecb06801496491de53c.jpg,640,480,5,50,19,569,267
4_164_jpg.rf.b405cd2b347567870d5d07b794a29fb2.jpg,640,480,4,97,120,569,448
4_65_jpg.rf.b67ad358d648e603fe99f005ad3c8c52.jpg,640,480,4,147,159,552,480
0_155_jpg.rf.b6d88b09da294a18a605f9426f349821.jpg,640,480,0,110,38,441,328
4_191_jpg.rf.b6d6b3f0bdcd1b58f57da1163084dd78.jpg,640,480,4,34,134,521,458
1_173_jpg.rf.b7d64843f3adce974b341498772dcd8a.jpg,640,480,1,200,104,436,430
1_2_jpg.rf.b5733fb8eb70cd2e0da45c12a15f13cb.jpg,640,480,1,142,84,366,469
4_61_jpg.rf.b694dc0633af84fd5b4094038679afb5.jpg,640,480,4,176,10,486,378
2_13_jpg.rf.b7100e2fc663848358a7986d28b68d53.jpg,640,480,2,105,125,445,434
0_97_jpg.rf.b773c8ffb6e14a6c6e6a183e0489da44.jpg,640,480,0,192,24,513,385
0_181_jpg.rf.b4d2c21f815c0e49159c468186cec1ea.jpg,640,480,0,118,159,383,407
4_97_jpg.rf.b7bfa5ba2e04aece370d6487605d44d2.jpg,640,480,4,65,61,529,369
0_15_jpg.rf.b81b9315f9e290e39281f663d4282cb2.jpg,640,480,0,200,64,630,277
4_166_jpg.rf.b8207ddf46cdf7b3d088579d7181b7da.jpg,640,480,4,298,20,552,406
0_7_jpg.rf.b846e79db816c7931a61c234f2f99bae.jpg,640,480,0,113,160,467,418
0_77_jpg.rf.b81cf9b3a3fd8ccc6b158e4519f87eee.jpg,640,480,0,132,91,346,287
1_86_jpg.rf.b84c0a1e6c677d2a1be9732aaaa54b5a.jpg,640,480,1,199,85,470,442
3_92_jpg.rf.b87333ddcc8c501c2dae9a83e04fca40.jpg,640,480,3,228,133,507,407
0_181_jpg.rf.b87a2f49c437092465145b22814a984f.jpg,640,480,0,120,161,377,400
3_47_jpg.rf.b60701af07cc6b8d1663af506233b2a8.jpg,640,480,3,71,130,407,408
4_176_jpg.rf.b93256afabd877bcd5876ee243a72e04.jpg,640,480,4,191,67,552,453
0_33_jpg.rf.ba206ae36af886ec9c676e0958f43900.jpg,640,480,0,143,70,357,394
5_40_jpg.rf.b93d41631f665fa6a569ce23f63e56c6.jpg,640,480,5,129,118,469,351
0_76_jpg.rf.b8e40ea1b7af4d5b5bd2d0b196766c32.jpg,640,480,0,72,128,546,398
5_147_jpg.rf.b9761035bf55d387c6be04ac25c8a7bd.jpg,640,480,5,101,12,640,433
0_82_jpg.rf.b9b20e4612a90dea92273486a36cd4e9.jpg,640,480,0,156,121,502,377
4_132_jpg.rf.b8f7e43a325da47003b92d65b341d7d2.jpg,640,480,4,155,74,560,463
0_50_jpg.rf.bb3654fa34f6d97b637269a4f4e58ca0.jpg,640,480,0,231,121,527,332
20230516_095614_jpg.rf.bba9f2293ab958ffbd468d789188064e.jpg,640,480,0,13,15,248,137
4_196_jpg.rf.b9dc9c9f6a81acd9dfa3220fda6a11c8.jpg,640,480,4,166,52,598,447
5_136_jpg.rf.bb7beeeb6bf29c5f77bc1266b2caecfc.jpg,640,480,5,89,39,561,361
2_90_jpg.rf.ba91f75387fcbd476ca29a74202aa4f4.jpg,640,480,2,151,69,442,384
3_127_jpg.rf.b9bea07b53f3789cc7db07d04167a7a5.jpg,640,480,3,130,112,532,480
3_137_jpg.rf.bbb92ed721660509a5000329380cdd37.jpg,640,480,3,159,74,486,480
1_167_jpg.rf.bbfce9410f502123000f95ad2555d2d3.jpg,640,480,1,208,110,418,480
5_146_jpg.rf.ba4c20462ea14a33835f88e03e893e92.jpg,640,480,5,154,100,541,343
3_185_jpg.rf.ba93b7adad4360ea12237ae011e84fba.jpg,640,480,3,158,122,472,480
5_23_jpg.rf.bbdeeda891a1d601f1ace873dd33ee56.jpg,640,480,5,39,1,544,400
1_186_jpg.rf.b9e21f76b1e6e2800bf7c84b9fabca22.jpg,640,480,1,132,123,375,451
5_48_jpg.rf.bbe0bae6162229ca9da284ea3742b447.jpg,640,480,5,52,36,484,480
1_200_jpg.rf.bb8fec9c38a810d5d754ab1aadb1f6d4.jpg,640,480,1,182,96,436,435
1_30_jpg.rf.b90ea0cb4b12fbdac4c4ee5625537fd2.jpg,640,480,1,248,63,536,464
0_156_jpg.rf.bcda7b3f301b20124eb3cf80eb5749ce.jpg,640,480,0,159,215,333,357
20230516_095329_jpg.rf.bbfc6d27f04b3aad2ba7b34f8766b5a2.jpg,640,480,0,58,193,316,353
3_176_jpg.rf.bd005da0515e6c4e58eda0266a797532.jpg,640,480,3,77,81,437,362
1_197_jpg.rf.bc62b2c9764d362a4947329e85be88e6.jpg,640,480,1,153,100,402,480
1_40_jpg.rf.bda17f9316ba719a105c3bb2a12c25b3.jpg,640,480,1,144,160,443,480
5_114_jpg.rf.bd51bdba2160727b21f95eced5f58a45.jpg,640,480,5,126,94,526,400
4_81_jpg.rf.bdc4740abe0e187dc3e9e4708722bcd9.jpg,640,480,4,167,117,477,377
20230516_095402_jpg.rf.bd8324c5a8ee9f4a7460edec45287edb.jpg,640,480,0,314,268,425,343
5_26_jpg.rf.bb03cc2c1546c23aa5c4d2cf7b9d68ed.jpg,640,480,5,83,15,640,386
3_65_jpg.rf.bc57b5ac40637ba9190546608a1aae7a.jpg,640,480,3,230,115,501,392
4_17_jpg.rf.be9ce413bcb285654f4fb6f18774313d.jpg,640,480,4,109,45,352,433
1_30_jpg.rf.bd36a813d667a39a9695e728115d4093.jpg,640,480,1,265,97,497,473
5_25_jpg.rf.bdf158d9648ae8a97565830c50e828df.jpg,640,480,5,33,93,502,480
5_82_jpg.rf.be2149f6ce79f1f986c957e87780fcba.jpg,640,480,5,142,87,550,352
5_138_jpg.rf.bf17bb710a2bcdafa8679cf334d63ac8.jpg,640,480,5,0,0,500,424
2_144_jpg.rf.bf24340a0bd8c71ce31bde179539e215.jpg,640,480,2,127,52,507,480
20230516_095402_jpg.rf.bf908230e539a730240ee37d98ede294.jpg,640,480,0,319,249,442,342
0_72_jpg.rf.bc2bf86c289f092072e352b2c41da641.jpg,640,480,0,159,107,524,397
4_173_jpg.rf.bec82a6c1fbcbb62efafb5619077e3ac.jpg,640,480,4,109,108,477,442
0_58_jpg.rf.bf28cde92d3620360fdb36d2d86862c4.jpg,640,480,0,116,88,384,268
2_58_jpg.rf.bf00fd09cc641d0804f417f318f528d0.jpg,640,480,2,128,126,337,468
20230516_095614_jpg.rf.be67d7536d738b9056f167f809fe9675.jpg,640,480,0,53,0,304,114
4_199_jpg.rf.bf67e4d0228bd09d21dacd7d52459ad3.jpg,640,480,4,146,83,508,418
4_64_jpg.rf.be66adee7aac6f8cb7946bfbebe84824.jpg,640,480,4,144,99,471,480
3_52_jpg.rf.c0b66249de7bd02c4a04e7686a3149db.jpg,640,480,3,295,116,573,374
4_159_jpg.rf.c05befd902e71dbf7a323e2c0815d428.jpg,640,480,4,166,109,535,444
5_158_jpg.rf.c0931c4198023e75f9793d762f17dc3d.jpg,640,480,5,123,35,526,423
5_183_jpg.rf.bfc402848e71cbde09ac4ac736a6c5ae.jpg,640,480,5,169,3,530,480
3_177_jpg.rf.beb7fdb33ae657928398fb22d5229785.jpg,640,480,3,185,29,562,480
1_101_jpg.rf.c0b17ee2d1568ed13ddf2b2d5b75fac7.jpg,640,480,1,175,136,433,454
20230516_095400_jpg.rf.b8ad96e8b0ca1ab5df4aad4a8f29cc82.jpg,640,480,0,212,224,362,306
5_101_jpg.rf.c04d32fd1767d620f78dc2a8a29e4d8e.jpg,640,480,5,166,0,522,444
3_12_jpg.rf.bffd83b5b1889d9a2d18c36c4cd581cb.jpg,640,480,3,164,96,444,425
5_104_jpg.rf.c0bcfdf1bf99595c603d271d929b7520.jpg,640,480,5,101,48,578,417
0_92_jpg.rf.c08456bf3073aeacb04745a4660ca9b4.jpg,640,480,0,105,166,447,467
3_121_jpg.rf.be2e596cf9a4ce1959fc2f552f6cd4f3.jpg,640,480,3,333,136,623,480
4_26_jpg.rf.c148756bc8dfed24f9eef87a99781b70.jpg,640,480,4,101,111,436,433
3_101_jpg.rf.c0e104dae43cd217ae31cefcf2d9e99a.jpg,640,480,3,131,55,486,464
2_12_jpg.rf.c22779702156fb51d7240ae0cf24752a.jpg,640,480,2,142,129,410,417
2_161_jpg.rf.bed778c58215d0545e509e574c043b79.jpg,640,480,2,194,82,466,468
5_37_jpg.rf.c294272ba573c73430e4797664f0b160.jpg,640,480,5,128,46,457,450
5_131_jpg.rf.bcc51230323e58a2b536065ee4164122.jpg,640,480,5,121,0,443,437
5_98_jpg.rf.c16029a518eabd4de64a9257fba4194a.jpg,640,480,5,36,61,519,439
4_151_jpg.rf.c29f18e94a9bb8b5ceecebc4e8e63f11.jpg,640,480,4,98,33,591,385
0_167_jpg.rf.c2cd911d6366fade1f5a6f5b7993ce88.jpg,640,480,0,64,116,548,385
3_164_jpg.rf.c1c7b339cbb5bdf36592faa41d14b8e5.jpg,640,480,3,190,154,604,480
0_30_jpg.rf.c23f56c842c20ce6e32a88cd21d534da.jpg,640,480,0,243,92,640,304
4_180_jpg.rf.c26db6cd374de96c878b96ad5accd503.jpg,640,480,4,162,109,465,382
20230516_095316_jpg.rf.c2fe88e8e11f7e9101ab38f587f29903.jpg,640,480,0,324,56,593,246
5_12_jpg.rf.c3bd4a4355fe1a80733b78ba8dafc133.jpg,640,480,5,125,50,640,312
20230516_095627_jpg.rf.c2c08553cf377a6c56d2f0de6c4db912.jpg,640,480,0,97,214,285,316
2_113_jpg.rf.c2d8b54aa65b1eda61bac4bbd104bd31.jpg,640,480,2,173,54,499,397
4_34_jpg.rf.c23a5d4bcaf31fcdd6d1212eff34184a.jpg,640,480,4,97,68,571,480
20230516_095410_jpg.rf.c2a5d3dfc908fef15423faf1530c6cd8.jpg,640,480,0,30,74,189,191
20230516_095410_jpg.rf.c2a5d3dfc908fef15423faf1530c6cd8.jpg,640,480,0,430,259,562,359
1_21_jpg.rf.c0c44aaee09058c87db0ba8288ad0bc5.jpg,640,480,1,46,65,394,460
4_169_jpg.rf.c35f215a7621b6b6a9d082fca81098b9.jpg,640,480,4,202,29,520,465
5_69_jpg.rf.c3c1acb4b51148948678c15f6e32021b.jpg,640,480,5,97,141,594,402
2_12_jpg.rf.c34d724e4353ce1ca491a8ad1380864c.jpg,640,480,2,135,123,422,429
2_149_jpg.rf.c46d28eb7e4d136243653cbc2c74360d.jpg,640,480,2,134,132,383,415
1_66_jpg.rf.c480c3fc2cf36199b55c880ef1fd8d90.jpg,640,480,1,187,51,640,372
2_149_jpg.rf.c46acc887912173642c4d0eda2ef1d51.jpg,640,480,2,119,123,410,442
4_60_jpg.rf.c42e4a81a8477b3622f75dbca25dd1e7.jpg,640,480,4,177,94,392,450
1_139_jpg.rf.c3f31b4abcf876ece1d6376bb370012a.jpg,640,480,1,178,117,541,480
4_118_jpg.rf.c3f3270cb9928bb5e72fc37f32074d6a.jpg,640,480,4,322,116,640,419
5_25_jpg.rf.c3e9c2b6150827d99bd8d6445737beb7.jpg,640,480,5,47,115,474,441
4_198_jpg.rf.c3fbc518b9704310d18833e56c881753.jpg,640,480,4,143,81,496,401
3_159_jpg.rf.c3f7a2ab819e4b7b4e04cebe566dd304.jpg,640,480,3,154,99,474,431
2_141_jpg.rf.c4ab452403c846ef608ba48ebf5bdfc1.jpg,640,480,2,61,142,370,446
3_151_jpg.rf.c4d3de8848c3c0f61e495657ccd19453.jpg,640,480,3,222,119,516,423
2_110_jpg.rf.c526060087cf632a3582e9d9885ff2ea.jpg,640,480,2,94,131,328,451
0_2_jpg.rf.c4f19f30469ea02a3f160638338d6cf8.jpg,640,480,0,102,119,357,297
1_47_jpg.rf.c42ff2316d32d973eaedbf3be60c4cbf.jpg,640,480,1,82,90,559,396
4_139_jpg.rf.c56a33bd2e9fad2bdb16fc89596409dd.jpg,640,480,4,62,53,537,378
5_139_jpg.rf.c555c7edcc0bbebce436520a20fe243f.jpg,640,480,5,22,55,497,382
1_107_jpg.rf.c58a7585e50bf81c42aaf66de1412d89.jpg,640,480,1,276,152,468,480
1_193_jpg.rf.c5d9f3eaf7cc0d72e3849b9787f092ea.jpg,640,480,1,152,139,449,480
3_121_jpg.rf.c6405db88b7517dd880ad4727b13d978.jpg,640,480,3,376,120,604,422
1_212_jpg.rf.c6c4be928b0855a89840ccaafa89b5ee.jpg,640,480,1,188,69,553,480
1_140_jpg.rf.c65f9bc10a37b449e456a68bacabbeae.jpg,640,480,1,171,97,616,480
3_154_jpg.rf.c7423e99c77aac5c4960e18b8f60ea9b.jpg,640,480,3,154,88,495,370
1_79_jpg.rf.c6d4568b3c369a7af4dc39661cbaf76a.jpg,640,480,1,131,165,373,472
3_140_jpg.rf.c64034624f0c31c8e521f8dcd75485e5.jpg,640,480,3,121,91,453,383
3_176_jpg.rf.c642050371c506bb14803c6c9f1c073a.jpg,640,480,3,63,49,458,378
0_167_jpg.rf.c7395ecbf9d57492b07a98f839194668.jpg,640,480,0,50,84,564,422
3_20_jpg.rf.c6dcb154d5e16032e6f52e6c64dca972.jpg,640,480,3,304,115,631,420
1_94_jpg.rf.c5c3de489f65514c0ea67c7b5bceea78.jpg,640,480,1,56,45,567,411
1_13_jpg.rf.c60742944b092279027d34f312ef0c02.jpg,640,480,1,22,0,515,411
3_95_jpg.rf.c74b5d26dd8ecb3c4c5f5cc110ce82a0.jpg,640,480,3,0,62,515,480
0_109_jpg.rf.c80dea844778d4b77e457ad7f09a2c8d.jpg,640,480,0,83,70,444,362
1_24_jpg.rf.c80bb2436dd4af254ff1dd268a8dd8d2.jpg,640,480,1,228,45,632,413
0_88_jpg.rf.c854cffc2f6c2f832edbb86c19c976bf.jpg,640,480,0,108,91,371,249
5_98_jpg.rf.c82b3a434a49ff95c1bca8d10208cfd9.jpg,640,480,5,45,67,508,416
3_60_jpg.rf.c850e789701f71916cef26fd68f9e2c4.jpg,640,480,3,160,107,438,424
2_50_jpg.rf.c4e01e9eaed22fc8b45555c19e559c57.jpg,640,480,2,186,138,437,420
0_172_jpg.rf.c958f71a6d0fe0620540befd25249cf9.jpg,640,480,0,139,135,573,373
5_196_jpg.rf.ca1ae40e2762a2e47639921dad4ce313.jpg,640,480,5,200,67,463,457
1_181_jpg.rf.c902656716d03813ed667281d7b084af.jpg,640,480,1,39,144,485,424
0_23_jpg.rf.c9e7c143a5a327ddfcb69508daf33388.jpg,640,480,0,164,118,510,391
2_127_jpg.rf.c76ec31d5d6c16af9a5987fe5ab67eca.jpg,640,480,2,221,124,529,439
3_60_jpg.rf.ca2191aa35dbeb55ceea3461a95b4e6a.jpg,640,480,3,169,115,431,418
3_192_jpg.rf.c94d1cb84276c6989ac584b6e026ecbe.jpg,640,480,3,0,73,337,478
2_93_jpg.rf.c92291947da710945267895a48965ad7.jpg,640,480,2,62,145,367,454
5_94_jpg.rf.c956c613c541c0e3adc7920b64df2429.jpg,640,480,5,104,47,572,438
3_172_jpg.rf.c9548a273e79c5039106dfec6c7b3bf1.jpg,640,480,3,50,57,405,332
0_40_jpg.rf.cb1a55bd2add22d7f229479d77174831.jpg,640,480,0,246,161,530,372
2_178_jpg.rf.ca65398c6e312d57ec6be761a0284164.jpg,640,480,2,216,123,464,472
3_48_jpg.rf.ca0dfb090e3eb27dd12b670593c94e8e.jpg,640,480,3,59,143,370,411
3_120_jpg.rf.cb4a02a5152691f1b32d9eb79e1ad73a.jpg,640,480,3,264,85,453,476
3_95_jpg.rf.cbcde8dfb0578f09fa3b460da33a09be.jpg,640,480,3,0,95,501,480
0_88_jpg.rf.c9398bd39438b975aaa76e444f488579.jpg,640,480,0,108,91,371,249
5_179_jpg.rf.cb820f781257e215e757cbfc100dbe38.jpg,640,480,5,56,12,569,393
0_18_jpg.rf.cb2de4834990599eb252df1642e12371.jpg,640,480,0,113,64,472,355
1_154_jpg.rf.ccfc78dd2978130d3858bdd06c5e8f24.jpg,640,480,1,126,130,480,480
3_125_jpg.rf.c87dd3b9334345768c8aabbdb2300b60.jpg,640,480,3,308,141,592,405
2_17_jpg.rf.cadf62af016519acab6880f439e557cd.jpg,640,480,2,125,94,437,480
3_50_jpg.rf.cdcc99f377a9fae8640a203b9c4a02ae.jpg,640,480,3,67,191,477,480
2_102_jpg.rf.cb83d8d3381e9b51c025fd1446b34c6a.jpg,640,480,2,229,126,461,441
2_185_jpg.rf.cd0043d8f972bfb810af24f7daca295f.jpg,640,480,2,163,89,502,464
4_20_jpg.rf.cc5c3beeb61a44c0146f2384a3e2ea17.jpg,640,480,4,37,26,605,480
20230516_095614_jpg.rf.ccf1b27205e37b0242892d16330a770f.jpg,640,480,0,20,13,252,127
1_211_jpg.rf.cd3f7c0d37d604e244786ac7ba610477.jpg,640,480,1,194,51,617,433
4_173_jpg.rf.cdb2dad46043028259bd6018c3decf90.jpg,640,480,4,91,85,507,473
2_185_jpg.rf.cde722b89d372bc71209146cf01e36b6.jpg,640,480,2,206,113,475,432
2_131_jpg.rf.ce6928add5a5fd083725b6eaa7f8d7e7.jpg,640,480,2,76,17,491,450
5_122_jpg.rf.ce0b9036f7717e327d5935c265a0a187.jpg,640,480,5,49,0,594,297
4_157_jpg.rf.cb9d9ace22ec7b4dfa788df5763d45cc.jpg,640,480,4,131,105,521,472
2_48_jpg.rf.ce8edf023456397f398cfadf4a44a7a3.jpg,640,480,2,205,140,517,447
3_2_jpg.rf.ce11a40a18f412cc956bbea13cd70a78.jpg,640,480,3,123,78,450,433
5_179_jpg.rf.cf723cac32fbaca578ffff0ff12b1999.jpg,640,480,5,79,40,555,365
4_70_jpg.rf.cd9732046f021a461403172b87ea0379.jpg,640,480,4,112,53,576,385
1_108_jpg.rf.cef22a8dce15af9d7719c9973727c89d.jpg,640,480,1,122,123,504,449
0_22_jpg.rf.cf7f42b9b49d58bba2c48dea4d775f7e.jpg,640,480,0,122,137,439,389
2_202_jpg.rf.cf35fa1c9c74968b191ff88c60c3e1d1.jpg,640,480,2,237,93,507,448
2_28_jpg.rf.cf42a65ebe9905ae91abd32470e56009.jpg,640,480,2,112,68,456,421
5_54_jpg.rf.cfa4fd9e9a9d7f4a2a0851b3e6ed7ee0.jpg,640,480,5,64,152,442,432
5_88_jpg.rf.cffef5a0f514e8f13be9c3b917d354a2.jpg,640,480,5,180,168,640,446
3_73_jpg.rf.d083fe52d44568a37da4d81985016b60.jpg,640,480,3,15,80,353,394
0_11_jpg.rf.d146a337470af5c664b7925e2027d1bd.jpg,640,480,0,109,89,545,318
2_48_jpg.rf.d1268aa2393c73534c3fe6092e6854d1.jpg,640,480,2,202,133,525,451
1_8_jpg.rf.cbd9be07f8b9170499ce70d05946c393.jpg,640,480,1,223,108,474,460
0_49_jpg.rf.cfac34bb64eb97cd1508236d25dedaf3.jpg,640,480,0,70,179,282,384
4_135_jpg.rf.d1d30966648a06b5c4e7cf940001390f.jpg,640,480,4,101,13,450,480
3_151_jpg.rf.d1d33d298941691c6859ac6c7275f822.jpg,640,480,3,241,128,504,402
5_46_jpg.rf.cf8fc124d8b165af60aefb68195ef879.jpg,640,480,5,166,120,529,330
5_178_jpg.rf.d1ab6a92558d2d6478da425c4e88f4e3.jpg,640,480,5,41,11,588,433
0_4_jpg.rf.d1373dfc90eaa9ed7ec3d81785c0c650.jpg,640,480,0,105,86,349,308
5_174_jpg.rf.d23a7d608d1c658e52e34dbf730b886b.jpg,640,480,5,37,102,554,374
5_129_jpg.rf.d1f0fa2ed6a918bd2c90822fde8ea75c.jpg,640,480,5,216,0,517,439
3_101_jpg.rf.d073469d54712743739fd9b9f6142d9e.jpg,640,480,3,156,74,451,438
2_181_jpg.rf.d184bad4bff615333f64403f898e9967.jpg,640,480,2,157,103,495,449
2_54_jpg.rf.d1c0a67512fab5eb5dc88bdda5ef6547.jpg,640,480,2,267,82,555,480
2_148_jpg.rf.d277ba0398900dbeb42ced2e97413ce3.jpg,640,480,2,54,104,364,415
1_98_jpg.rf.d15d89bfafd737c719c1f1b0bd332b78.jpg,640,480,1,177,120,627,424
0_76_jpg.rf.d2ca4bae2a5a58249e6732e1322bc58c.jpg,640,480,0,64,103,561,425
20230516_095316_jpg.rf.d03698eb3a0f4ed19885f07353974b72.jpg,640,480,0,349,102,596,251
3_57_jpg.rf.d201cabe89c406ac3e2963ef0b8dfbc2.jpg,640,480,3,269,95,479,480
2_169_jpg.rf.d2a8f74716d8408cd7347981c972a8fe.jpg,640,480,2,108,79,388,376
2_13_jpg.rf.d1f54f25f72e1d211926cd801ab14d04.jpg,640,480,2,110,127,422,401
5_88_jpg.rf.d3139b9286d5b359fddb1d26d244a9e4.jpg,640,480,5,190,175,640,430
2_3_jpg.rf.d3c0ed39eca17e79b027c3293f427dba.jpg,640,480,2,148,19,536,443
1_208_jpg.rf.d5d60f42b20cbb10a0c5e89b876271b0.jpg,640,480,1,179,111,425,463
20230516_095247_jpg.rf.d267dbfa4e1fbfa2ba1d52bed97d2d11.jpg,640,480,0,416,322,513,381
20230516_095648_jpg.rf.d38837bf0969478ad7c183e3148ae8a8.jpg,640,480,0,460,302,616,418
1_22_jpg.rf.d3df7dd49d12dec789d7eb037f763061.jpg,640,480,1,146,104,522,466
0_82_jpg.rf.d5b82fe918919ffe6bd464e0b9bdb220.jpg,640,480,0,156,121,502,377
3_2_jpg.rf.d4b0b42922308bd799b1aad3189f0be4.jpg,640,480,3,105,66,479,462
